Time (s),Distance (cm),ax (mg),ay (mg),az (mg),vx (m/s)
18.36,633.0,-163.0,7.0,939.0,-13.366321199999994
18.38,629.0,42.0,74.0,1068.0,-13.358080799999994
18.4,629.0,11.0,66.0,951.0,-13.355922599999994
18.42,625.0,-66.0,-35.0,811.0,-13.368871799999996
18.44,633.0,-163.0,-50.0,733.0,-13.400852399999994
18.46,641.0,-230.0,163.0,1037.0,-13.445978399999994
18.48,648.0,-117.0,66.0,947.0,-13.468933799999993
18.5,653.0,-312.0,-81.0,873.0,-13.530148199999992
18.52,655.0,-89.0,-109.0,834.0,-13.547609999999992
18.54,653.0,39.0,97.0,963.0,-13.539958199999992
18.56,652.0,-3.0,109.0,932.0,-13.540546799999992
18.58,652.0,-27.0,-132.0,873.0,-13.545844199999992
18.6,650.0,-124.0,-74.0,1002.0,-13.570172999999997
18.62,648.0,-210.0,7.0,1049.0,-13.611374999999995
18.64,647.0,-27.0,-144.0,932.0,-13.616672399999995
18.66,646.0,74.0,245.0,1173.0,-13.602153599999996
18.68,645.0,-23.0,31.0,920.0,-13.606666199999996
18.7,643.0,-156.0,-54.0,1045.0,-13.637273399999994
18.72,641.0,-202.0,7.0,928.0,-13.676905799999993
18.74,640.0,50.0,-222.0,1099.0,-13.667095799999993
18.76,637.0,19.0,-179.0,893.0,-13.663367999999993
18.78,635.0,-74.0,97.0,978.0,-13.677886799999992
18.8,633.0,-93.0,-354.0,752.0,-13.696133399999992
18.82,633.0,85.0,117.0,1029.0,-13.679456399999992
18.84,631.0,-148.0,89.0,1041.0,-13.708493999999991
18.86,632.0,35.0,195.0,1095.0,-13.701626999999991
18.88,632.0,-245.0,35.0,924.0,-13.74969599999999
18.9,629.0,101.0,-66.0,1010.0,-13.72987979999999
18.92,629.0,-195.0,-7.0,939.0,-13.768138799999996
18.94,626.0,-132.0,-42.0,1095.0,-13.794037199999995
18.96,624.0,11.0,-85.0,846.0,-13.791878999999994
18.98,622.0,-296.0,39.0,971.0,-13.849954199999994
19.0,622.0,-144.0,237.0,1088.0,-13.878206999999993
19.02,620.0,-23.0,78.0,967.0,-13.882719599999993
19.04,618.0,-136.0,-156.0,955.0,-13.909402799999992
19.06,616.0,-15.0,74.0,1072.0,-13.912345799999992
19.08,615.0,-35.0,113.0,920.0,-13.919212799999992
19.1,616.0,-163.0,-15.0,1170.0,-13.951193399999996
19.12,612.0,-35.0,-62.0,1138.0,-13.958060399999995
19.14,605.0,-89.0,-117.0,893.0,-13.975522199999995
19.16,602.0,31.0,-42.0,994.0,-13.969439999999995
19.18,600.0,-105.0,-284.0,846.0,-13.990040999999994
19.2,596.0,-58.0,-42.0,1084.0,-14.001420599999994
19.22,585.0,-81.0,39.0,1037.0,-14.017312799999994
19.24,580.0,-120.0,-179.0,803.0,-14.040856799999993
19.26,578.0,-19.0,23.0,1021.0,-14.044584599999993
19.28,575.0,54.0,-31.0,951.0,-14.033989799999993
19.3,574.0,-226.0,39.0,998.0,-14.078330999999993
19.32,571.0,81.0,-132.0,912.0,-14.062438799999994
19.34,567.0,-237.0,132.0,1049.0,-14.108938199999992
19.36,559.0,117.0,-101.0,1142.0,-14.085982799999993
19.38,556.0,-27.0,-171.0,674.0,-14.091280199999993
19.4,550.0,-89.0,15.0,1111.0,-14.108741999999992
19.42,550.0,27.0,-35.0,936.0,-14.10344459999999
19.44,549.0,-39.0,-117.0,1017.0,-14.11109639999999
19.46,551.0,-70.0,-97.0,994.0,-14.12483039999999
19.48,552.0,-19.0,-113.0,1107.0,-14.12855819999999
19.5,555.0,-183.0,-124.0,1076.0,-14.164462799999988
19.52,556.0,27.0,175.0,1127.0,-14.159165399999988
19.54,553.0,-171.0,-70.0,1033.0,-14.192715599999987
19.56,543.0,-109.0,-50.0,963.0,-14.214101399999986
19.58,540.0,-315.0,-167.0,861.0,-14.275904399999986
19.6,540.0,89.0,11.0,1037.0,-14.258442599999983
19.62,541.0,-140.0,-78.0,951.0,-14.285910599999982
19.64,538.0,-62.0,-66.0,967.0,-14.298074999999981
19.66,532.0,-78.0,-31.0,1029.0,-14.31337859999998
19.68,533.0,-179.0,-89.0,1068.0,-14.34849839999998
19.7,531.0,11.0,74.0,1111.0,-14.346340199999979
19.72,532.0,-241.0,-132.0,998.0,-14.393624399999977
19.74,529.0,-85.0,-187.0,959.0,-14.410301399999977
19.76,524.0,-226.0,-78.0,873.0,-14.454642599999984
19.78,521.0,132.0,19.0,971.0,-14.428744199999985
19.8,519.0,-136.0,-222.0,877.0,-14.455427399999984
19.82,519.0,-74.0,382.0,1177.0,-14.469946199999983
19.84,521.0,74.0,120.0,1084.0,-14.455427399999984
19.86,519.0,-31.0,-78.0,1017.0,-14.461509599999983
19.88,518.0,-124.0,-15.0,936.0,-14.485838399999983
19.9,519.0,19.0,-62.0,889.0,-14.482110599999983
19.92,518.0,85.0,54.0,1033.0,-14.46543359999998
19.94,514.0,-230.0,128.0,1212.0,-14.51055959999998
19.96,514.0,-46.0,58.0,1201.0,-14.51958479999998
19.98,510.0,-191.0,7.0,955.0,-14.557058999999978
20.0,503.0,183.0,-117.0,858.0,-14.521154399999979
20.02,493.0,-140.0,15.0,807.0,-14.548622399999978
20.04,491.0,-206.0,-105.0,1029.0,-14.589039599999976
20.06,484.0,117.0,31.0,982.0,-14.566084199999977
20.08,465.0,-113.0,-46.0,791.0,-14.588254799999977
20.1,453.0,-105.0,120.0,955.0,-14.60885579999998
20.12,459.0,58.0,19.0,1010.0,-14.59747619999998
20.14,459.0,-54.0,206.0,1146.0,-14.60807099999998
20.16,465.0,-70.0,167.0,1033.0,-14.621804999999979
20.18,470.0,-198.0,-159.0,861.0,-14.660652599999977
20.2,468.0,0.0,-35.0,994.0,-14.660652599999977
20.22,452.0,-3.0,-85.0,943.0,-14.661241199999978
20.24,443.0,-81.0,113.0,1037.0,-14.677133399999978
20.26,435.0,109.0,81.0,1010.0,-14.655747599999975
20.28,430.0,-58.0,-42.0,873.0,-14.667127199999975
20.3,439.0,-124.0,117.0,1045.0,-14.691455999999974
20.32,433.0,50.0,202.0,912.0,-14.681645999999974
20.34,431.0,-140.0,15.0,1017.0,-14.709113999999973
20.36,428.0,-31.0,62.0,1060.0,-14.715196199999973
20.38,425.0,-70.0,245.0,1170.0,-14.728930199999972
20.4,425.0,54.0,-46.0,1064.0,-14.718335399999972
20.42,422.0,-152.0,-382.0,783.0,-14.748157799999976
20.44,425.0,132.0,-144.0,928.0,-14.722259399999977
20.46,426.0,-89.0,-66.0,846.0,-14.739721199999977
20.48,418.0,-187.0,50.0,1119.0,-14.776410599999975
20.5,419.0,7.0,42.0,1173.0,-14.775037199999975
20.52,417.0,-237.0,-300.0,846.0,-14.821536599999973
20.54,413.0,31.0,-171.0,924.0,-14.815454399999973
20.56,400.0,-140.0,54.0,982.0,-14.842922399999972
20.58,398.0,140.0,-218.0,791.0,-14.815454399999973
20.6,388.0,-163.0,19.0,1021.0,-14.847434999999978
20.62,383.0,66.0,-175.0,877.0,-14.834485799999978
20.64,380.0,-234.0,-50.0,928.0,-14.880396599999978
20.66,375.0,58.0,-89.0,947.0,-14.869016999999978
20.68,369.0,-202.0,-97.0,932.0,-14.908649399999977
20.7,368.0,-27.0,81.0,1134.0,-14.913946799999977
20.72,367.0,-46.0,132.0,1053.0,-14.922971999999977
20.74,364.0,-50.0,3.0,975.0,-14.932781999999976
20.76,362.0,-159.0,-136.0,865.0,-14.96397779999998
20.78,361.0,-74.0,-11.0,1017.0,-14.97849659999998
20.8,359.0,-93.0,-109.0,912.0,-14.99674319999998
20.82,357.0,-23.0,-105.0,967.0,-15.00125579999998
20.84,355.0,-93.0,7.0,1080.0,-15.019502399999979
20.86,354.0,-89.0,237.0,1134.0,-15.036964199999979
20.88,351.0,-42.0,23.0,1056.0,-15.045204599999979
20.9,350.0,-167.0,-148.0,885.0,-15.077969999999977
20.92,349.0,-31.0,-74.0,936.0,-15.084052199999979
20.94,346.0,81.0,-3.0,998.0,-15.06815999999998
20.96,346.0,-42.0,315.0,1177.0,-15.07640039999998
20.98,344.0,-120.0,292.0,1033.0,-15.099944399999979
21.0,339.0,7.0,-312.0,686.0,-15.098570999999978
21.02,338.0,-226.0,-7.0,1103.0,-15.142912199999978
21.04,337.0,-62.0,-39.0,807.0,-15.155076599999978
21.06,336.0,27.0,198.0,1088.0,-15.149779199999978
21.08,335.0,-159.0,132.0,1099.0,-15.180974999999977
21.1,333.0,31.0,210.0,1197.0,-15.174892799999975
21.12,330.0,54.0,-101.0,1041.0,-15.164297999999976
21.14,331.0,-113.0,97.0,1033.0,-15.186468599999975
21.16,330.0,54.0,39.0,963.0,-15.175873799999975
21.18,330.0,-128.0,-132.0,897.0,-15.200987399999974
21.2,327.0,-89.0,-85.0,772.0,-15.218449199999974
21.22,325.0,19.0,109.0,908.0,-15.214721399999974
21.24,322.0,15.0,-152.0,881.0,-15.211778399999973
21.26,324.0,-288.0,-7.0,1099.0,-15.268283999999982
21.28,325.0,62.0,218.0,1123.0,-15.256119599999982
21.3,322.0,-273.0,120.0,1115.0,-15.309682199999981
21.32,320.0,-23.0,167.0,990.0,-15.314194799999981
21.34,319.0,-175.0,140.0,1060.0,-15.34852979999998
21.36,314.0,-50.0,62.0,1060.0,-15.35833979999998
21.38,311.0,-159.0,-62.0,990.0,-15.389535599999979
21.4,308.0,-27.0,-3.0,1220.0,-15.394832999999979
21.42,306.0,-234.0,-136.0,897.0,-15.440743799999986
21.44,304.0,70.0,89.0,795.0,-15.427009799999986
21.46,303.0,-101.0,-148.0,1014.0,-15.446825999999986
21.48,301.0,-23.0,-124.0,959.0,-15.451338599999985
21.5,300.0,-124.0,-128.0,939.0,-15.475667399999985
21.52,298.0,93.0,-42.0,1076.0,-15.457420799999985
21.54,296.0,-171.0,-136.0,947.0,-15.490970999999984
21.56,294.0,-70.0,23.0,900.0,-15.504704999999984
21.58,292.0,-3.0,393.0,1134.0,-15.505293599999984
21.6,291.0,-120.0,-214.0,932.0,-15.528837599999987
21.62,289.0,-50.0,-140.0,975.0,-15.538647599999987
21.64,288.0,-237.0,-195.0,760.0,-15.585146999999985
21.66,286.0,136.0,-23.0,873.0,-15.558463799999986
21.68,284.0,-257.0,11.0,811.0,-15.608887199999986
21.7,283.0,-3.0,-93.0,939.0,-15.609475799999986
21.72,281.0,-319.0,179.0,975.0,-15.672063599999985
21.74,280.0,113.0,-97.0,928.0,-15.649892999999986
21.76,277.0,-210.0,74.0,998.0,-15.691094999999994
21.78,276.0,-7.0,-163.0,1084.0,-15.692468399999994
21.8,274.0,-214.0,159.0,1255.0,-15.734455199999992
21.82,273.0,78.0,85.0,1084.0,-15.719151599999993
21.84,273.0,-19.0,-351.0,822.0,-15.722879399999993
21.86,270.0,-156.0,120.0,1103.0,-15.753486599999992
21.88,269.0,136.0,113.0,975.0,-15.726803399999993
21.9,267.0,-179.0,-105.0,932.0,-15.761923199999991
21.92,266.0,-3.0,-31.0,971.0,-15.762511799999992
21.94,263.0,-222.0,27.0,1045.0,-15.806068199999991
21.96,263.0,117.0,-245.0,729.0,-15.783112799999993
21.98,261.0,-58.0,-7.0,733.0,-15.794492399999992
22.0,260.0,-120.0,218.0,1115.0,-15.818036399999992
22.02,258.0,-93.0,-66.0,947.0,-15.836282999999991
22.04,258.0,19.0,42.0,908.0,-15.832555199999991
22.06,255.0,-214.0,-81.0,943.0,-15.87454199999999
22.08,253.0,7.0,0.0,1076.0,-15.873168599999989
22.1,252.0,-191.0,-284.0,920.0,-15.910642799999994
22.12,250.0,66.0,-144.0,928.0,-15.897693599999995
22.14,247.0,42.0,-191.0,959.0,-15.889453199999995
22.16,247.0,-101.0,-206.0,959.0,-15.909269399999994
22.18,244.0,39.0,-27.0,1053.0,-15.901617599999994
22.2,243.0,-85.0,-124.0,1014.0,-15.918294599999994
22.22,242.0,-7.0,39.0,1068.0,-15.919667999999994
22.24,239.0,-327.0,97.0,1259.0,-15.983825399999994
22.26,238.0,58.0,78.0,811.0,-15.972445799999992
22.28,237.0,-109.0,-19.0,819.0,-15.993831599999991
22.3,236.0,-109.0,3.0,885.0,-16.01521739999999
22.32,234.0,46.0,-39.0,1010.0,-16.00619219999999
22.34,233.0,-128.0,-81.0,1021.0,-16.03130579999999
22.36,232.0,-269.0,179.0,1103.0,-16.08408359999999
22.38,231.0,35.0,-175.0,955.0,-16.07721659999999
22.4,229.0,-167.0,50.0,1033.0,-16.109981999999988
22.42,225.0,-74.0,-11.0,939.0,-16.12450079999999
22.44,225.0,-89.0,265.0,1099.0,-16.14196259999999
22.46,221.0,-31.0,-35.0,1056.0,-16.14804479999999
22.48,221.0,-54.0,-3.0,1084.0,-16.15863959999999
22.5,219.0,-54.0,0.0,1119.0,-16.16923439999999
22.52,217.0,39.0,-31.0,908.0,-16.16158259999999
22.54,217.0,70.0,-335.0,694.0,-16.14784859999999
22.56,216.0,-269.0,-19.0,982.0,-16.200626399999987
22.58,214.0,19.0,-7.0,1166.0,-16.196898599999987
22.6,213.0,-230.0,109.0,924.0,-16.242024599999993
22.62,213.0,-191.0,-85.0,893.0,-16.279498799999992
22.64,212.0,-81.0,-27.0,959.0,-16.29539099999999
22.66,211.0,-81.0,-3.0,787.0,-16.31128319999999
22.68,211.0,-93.0,-191.0,1049.0,-16.329529799999992
22.7,210.0,-97.0,124.0,998.0,-16.348561199999992
22.72,210.0,-152.0,93.0,936.0,-16.378383599999992
22.74,210.0,-3.0,0.0,1084.0,-16.378972199999993
22.76,211.0,-159.0,-23.0,842.0,-16.410168
22.78,212.0,-54.0,144.0,1181.0,-16.4207628
22.8,214.0,35.0,163.0,1037.0,-16.4138958
22.82,213.0,-175.0,-62.0,1029.0,-16.448230799999997
22.84,211.0,-46.0,117.0,780.0,-16.457255999999997
22.86,211.0,42.0,15.0,967.0,-16.4490156
22.88,209.0,-97.0,0.0,932.0,-16.468047
22.9,209.0,-296.0,-27.0,1072.0,-16.526122199999996
22.92,209.0,-23.0,179.0,1033.0,-16.530634799999998
22.94,206.0,-74.0,230.0,1095.0,-16.5451536
22.96,206.0,-206.0,-62.0,951.0,-16.5855708
22.98,205.0,42.0,-70.0,1123.0,-16.5773304
23.0,204.0,-195.0,105.0,916.0,-16.6155894
23.02,204.0,7.0,-31.0,982.0,-16.614216000000003
23.04,203.0,-42.0,46.0,1014.0,-16.6224564
23.06,204.0,-319.0,148.0,1037.0,-16.6850442
23.08,206.0,85.0,62.0,811.0,-16.6683672
23.1,205.0,-132.0,-11.0,967.0,-16.6942656
23.12,205.0,-35.0,31.0,1017.0,-16.7011326
23.14,202.0,-265.0,-89.0,916.0,-16.7531256
23.16,199.0,-7.0,27.0,865.0,-16.754499
23.18,198.0,-179.0,195.0,1134.0,-16.7896188
23.2,201.0,-31.0,62.0,939.0,-16.795701
23.22,207.0,-97.0,-19.0,963.0,-16.8147324
23.24,207.0,27.0,0.0,1146.0,-16.809435
23.26,213.0,-31.0,218.0,939.0,-16.815517200000002
23.28,212.0,11.0,-152.0,920.0,-16.813359000000002
23.3,213.0,-62.0,35.0,967.0,-16.8255234
23.32,215.0,-11.0,-105.0,932.0,-16.827681600000002
23.34,217.0,-50.0,-50.0,846.0,-16.8374916
23.36,218.0,-97.0,-175.0,971.0,-16.856523
23.38,232.0,-3.0,74.0,947.0,-16.8571116
23.4,244.0,-222.0,27.0,1092.0,-16.900668
23.42,248.0,46.0,-27.0,1111.0,-16.8916428
23.44,246.0,-284.0,-85.0,877.0,-16.9473636
23.46,244.0,132.0,3.0,1084.0,-16.9214652
23.48,244.0,-253.0,218.0,1076.0,-16.971103799999998
23.5,244.0,23.0,27.0,986.0,-16.9665912
23.52,243.0,117.0,175.0,959.0,-16.9436358
23.54,245.0,-117.0,35.0,1170.0,-16.9665912
23.56,245.0,31.0,210.0,943.0,-16.960509
23.58,244.0,-234.0,-335.0,787.0,-17.006419799999996
23.6,243.0,152.0,124.0,1041.0,-16.976597399999992
23.62,243.0,-136.0,101.0,939.0,-17.003280599999993
23.64,242.0,132.0,7.0,978.0,-16.977382199999994
23.66,242.0,-276.0,148.0,912.0,-17.031533399999994
23.68,239.0,58.0,27.0,1056.0,-17.020153799999992
23.7,238.0,-3.0,-35.0,963.0,-17.020742399999993
23.72,237.0,-78.0,-152.0,912.0,-17.036045999999992
23.74,235.0,-144.0,-89.0,1115.0,-17.064298799999992
23.76,232.0,-93.0,144.0,1103.0,-17.082545399999994
23.78,227.0,42.0,-120.0,717.0,-17.074304999999995
23.8,220.0,-234.0,97.0,1154.0,-17.120215799999993
23.82,185.0,163.0,300.0,1060.0,-17.088235199999993
23.84,144.0,62.0,-19.0,854.0,-17.076070799999993
23.86,142.0,-202.0,70.0,1084.0,-17.11570319999999
23.88,151.0,171.0,11.0,830.0,-17.08215299999999
23.9,164.0,-132.0,-70.0,947.0,-17.10805139999999
23.92,199.0,-117.0,27.0,932.0,-17.131006799999994
23.94,210.0,97.0,163.0,1095.0,-17.111975399999995
23.96,213.0,-11.0,15.0,861.0,-17.114133599999995
23.98,215.0,191.0,-70.0,978.0,-17.076659399999997
24.0,213.0,-159.0,31.0,1134.0,-17.107855199999996
24.02,212.0,66.0,39.0,939.0,-17.094905999999995
24.04,211.0,-163.0,-202.0,1025.0,-17.126886599999995
24.06,209.0,230.0,-148.0,1080.0,-17.081760599999996
24.08,209.0,-284.0,-70.0,1056.0,-17.137481399999995
24.1,206.0,85.0,58.0,1021.0,-17.120804399999994
24.12,202.0,50.0,-46.0,955.0,-17.110994399999996
24.14,202.0,117.0,3.0,982.0,-17.088038999999995
24.16,199.0,74.0,-120.0,1146.0,-17.073520199999994
24.18,197.0,-39.0,-105.0,877.0,-17.081171999999995
24.2,196.0,-23.0,81.0,1017.0,-17.085684599999993
24.22,195.0,35.0,-11.0,1209.0,-17.078817599999994
24.24,192.0,-31.0,74.0,908.0,-17.084899799999995
24.26,193.0,46.0,-19.0,978.0,-17.075874599999995
24.28,193.0,-31.0,-3.0,994.0,-17.081956799999997
24.3,193.0,-58.0,-11.0,986.0,-17.0933364
24.32,194.0,-81.0,-3.0,982.0,-17.109228599999998
24.34,195.0,-74.0,-23.0,990.0,-17.1237474
24.36,195.0,-78.0,-3.0,982.0,-17.139051
24.38,195.0,-66.0,-19.0,998.0,-17.1520002
24.4,195.0,-58.0,-11.0,986.0,-17.1633798
24.42,195.0,-58.0,-7.0,994.0,-17.174759400000003
24.44,195.0,-42.0,-11.0,986.0,-17.1829998
24.46,195.0,-54.0,-7.0,990.0,-17.1935946
24.48,195.0,-58.0,-11.0,990.0,-17.204974200000002
24.5,195.0,-58.0,-7.0,978.0,-17.216353800000004
24.52,195.0,-66.0,-15.0,986.0,-17.229303000000005
24.54,195.0,-66.0,-7.0,994.0,-17.242252200000006
24.56,196.0,-62.0,-7.0,986.0,-17.254416600000006
24.58,196.0,-54.0,-15.0,986.0,-17.265011400000006
24.6,196.0,-58.0,-3.0,990.0,-17.276391000000007
24.62,196.0,-58.0,-7.0,990.0,-17.28777060000001
24.64,195.0,-50.0,-11.0,982.0,-17.297580600000007
24.66,196.0,-58.0,-15.0,982.0,-17.30896020000001
24.68,196.0,-58.0,-7.0,986.0,-17.32033980000001
24.7,195.0,-58.0,-11.0,990.0,-17.33171940000001
24.72,195.0,-58.0,-11.0,986.0,-17.343099000000013
24.74,196.0,-58.0,-15.0,986.0,-17.354478600000014
24.76,195.0,-58.0,-11.0,990.0,-17.365858200000016
24.78,196.0,-62.0,-3.0,1006.0,-17.378022600000016
24.8,195.0,-62.0,-7.0,994.0,-17.390187000000015
24.82,197.0,-58.0,-7.0,982.0,-17.401566600000017
24.84,197.0,-58.0,-15.0,986.0,-17.412946200000018
24.86,196.0,-62.0,-11.0,982.0,-17.425110600000018
24.88,196.0,-58.0,-11.0,986.0,-17.43649020000002
24.9,196.0,-62.0,-11.0,986.0,-17.44865460000002
24.92,197.0,-54.0,-3.0,986.0,-17.459249400000022
24.94,195.0,-54.0,-7.0,986.0,-17.469844200000022
24.96,196.0,-58.0,-3.0,986.0,-17.481223800000024
24.98,197.0,-62.0,-7.0,982.0,-17.493388200000023
25.0,197.0,-54.0,-7.0,982.0,-17.503983000000023
25.02,196.0,-54.0,-7.0,982.0,-17.514577800000023
25.04,197.0,-58.0,-7.0,986.0,-17.525957400000024
25.06,196.0,-58.0,-3.0,982.0,-17.537337000000026
25.08,197.0,-58.0,-11.0,990.0,-17.548716600000027
25.1,195.0,-62.0,-7.0,986.0,-17.56088100000003
25.12,196.0,-50.0,-7.0,982.0,-17.57069100000003
25.14,196.0,-62.0,-7.0,990.0,-17.582855400000028
25.16,196.0,-58.0,-15.0,986.0,-17.59423500000003
25.18,196.0,-58.0,-7.0,982.0,-17.60561460000003
25.2,196.0,-70.0,-7.0,986.0,-17.61934860000003
25.22,197.0,-58.0,-7.0,994.0,-17.630728200000032
25.24,197.0,-62.0,-11.0,982.0,-17.64289260000003
25.26,197.0,-58.0,-7.0,986.0,-17.654272200000033
25.28,196.0,-62.0,-15.0,994.0,-17.666436600000033
25.3,196.0,-66.0,-11.0,990.0,-17.679385800000034
25.32,197.0,-58.0,-19.0,986.0,-17.690765400000036
25.34,197.0,-66.0,-7.0,990.0,-17.703714600000037
25.36,197.0,-54.0,-7.0,990.0,-17.714309400000037
25.38,196.0,-58.0,-15.0,986.0,-17.725689000000038
25.4,197.0,-50.0,-7.0,986.0,-17.735499000000036
25.42,197.0,-62.0,-3.0,990.0,-17.74766340000004
25.44,197.0,-54.0,-3.0,990.0,-17.75825820000004
25.46,197.0,-62.0,-7.0,990.0,-17.77042260000004
25.48,197.0,-62.0,-11.0,990.0,-17.78258700000004
25.5,196.0,-62.0,-11.0,986.0,-17.794751400000038
25.52,196.0,-58.0,-15.0,982.0,-17.80613100000004
25.54,197.0,-50.0,-11.0,986.0,-17.815941000000038
25.56,197.0,-54.0,-7.0,982.0,-17.826535800000038
25.58,196.0,-50.0,-11.0,990.0,-17.836345800000036
25.6,197.0,-58.0,-7.0,990.0,-17.847725400000037
25.62,198.0,-58.0,-7.0,986.0,-17.85910500000004
25.64,197.0,-58.0,-7.0,990.0,-17.87048460000004
25.66,197.0,-58.0,-15.0,986.0,-17.88186420000004
25.68,197.0,-62.0,-11.0,990.0,-17.89402860000004
25.7,198.0,-58.0,-15.0,986.0,-17.905408200000043
25.72,198.0,-62.0,-11.0,978.0,-17.917572600000042
25.74,197.0,-54.0,-15.0,982.0,-17.928167400000042
25.76,197.0,-62.0,-11.0,990.0,-17.940331800000045
25.78,197.0,-58.0,-3.0,982.0,-17.951711400000047
25.8,198.0,-58.0,-7.0,994.0,-17.96309100000005
25.82,197.0,-58.0,-7.0,986.0,-17.97447060000005
25.84,198.0,-62.0,-11.0,986.0,-17.98663500000005
25.86,198.0,-54.0,-19.0,982.0,-17.99722980000005
25.88,197.0,-58.0,-7.0,986.0,-18.00860940000005
25.9,198.0,-62.0,-3.0,990.0,-18.02077380000005
25.92,198.0,-66.0,-11.0,986.0,-18.03372300000005
25.94,198.0,11.0,-7.0,1119.0,-18.03156480000005
25.96,197.0,-42.0,-39.0,1041.0,-18.03980520000005
25.98,198.0,-11.0,-54.0,861.0,-18.04196340000005
26.0,196.0,-7.0,11.0,912.0,-18.04333680000005
26.02,197.0,-58.0,-15.0,1033.0,-18.05471640000005
26.04,198.0,179.0,66.0,1103.0,-18.01959660000005
26.06,196.0,-97.0,-11.0,885.0,-18.03862800000005
26.08,200.0,-105.0,62.0,975.0,-18.059229000000048
26.1,199.0,0.0,19.0,932.0,-18.059229000000048
26.12,200.0,-163.0,-50.0,959.0,-18.09120960000005
26.14,201.0,-78.0,0.0,1193.0,-18.106513200000048
26.16,199.0,-120.0,-27.0,967.0,-18.13005720000005
26.18,201.0,132.0,-19.0,1080.0,-18.10415880000005
26.2,200.0,-120.0,11.0,916.0,-18.12770280000005
26.22,203.0,245.0,-19.0,1056.0,-18.079633800000053
26.24,201.0,-93.0,-19.0,928.0,-18.097880400000054
26.26,204.0,-159.0,-15.0,1236.0,-18.12907620000006
26.28,202.0,-148.0,-11.0,741.0,-18.15811380000006
26.3,205.0,-19.0,7.0,1010.0,-18.16184160000006
26.32,205.0,39.0,-15.0,1146.0,-18.154189800000058
26.34,206.0,46.0,11.0,1017.0,-18.145164600000058
26.36,206.0,113.0,-78.0,1045.0,-18.12299400000006
26.38,207.0,218.0,3.0,975.0,-18.08022240000006
26.4,208.0,70.0,-241.0,986.0,-18.06648840000006
26.42,210.0,-74.0,230.0,1189.0,-18.081007200000062
26.44,211.0,-167.0,54.0,1111.0,-18.11377260000006
26.46,212.0,-159.0,46.0,943.0,-18.14496840000006
26.48,211.0,11.0,-128.0,780.0,-18.14281020000006
26.5,213.0,136.0,-163.0,1072.0,-18.11612700000006
26.52,214.0,327.0,292.0,1146.0,-18.05196960000006
26.54,215.0,495.0,159.0,1014.0,-17.95485060000006
26.56,217.0,-386.0,-261.0,858.0,-18.03058380000006
26.58,219.0,206.0,66.0,916.0,-17.99016660000006
26.6,221.0,-3.0,-358.0,709.0,-17.99075520000006
26.62,220.0,-27.0,-42.0,912.0,-17.99605260000006
26.64,222.0,163.0,-187.0,1240.0,-17.96407200000006
26.66,221.0,140.0,-592.0,300.0,-17.93660400000006
26.68,155.0,-35.0,507.0,1540.0,-17.94347100000006
26.7,192.0,-78.0,214.0,1368.0,-17.95877460000006
26.72,206.0,140.0,66.0,729.0,-17.93130660000006
26.74,214.0,-218.0,-464.0,967.0,-17.974078200000058
26.76,208.0,58.0,0.0,1072.0,-17.962698600000056
26.78,189.0,46.0,-448.0,659.0,-17.953673400000056
26.8,176.0,261.0,854.0,1704.0,-17.90246520000006
26.82,178.0,-109.0,-998.0,237.0,-17.92385100000006
26.84,179.0,-187.0,156.0,1544.0,-17.96054040000006
26.86,181.0,-179.0,113.0,1290.0,-17.99566020000006
26.88,182.0,-358.0,-713.0,390.0,-18.065899800000057
26.9,187.0,627.0,698.0,1610.0,-17.94288240000006
26.92,189.0,19.0,-951.0,171.0,-17.93915460000006
26.94,188.0,300.0,1056.0,1591.0,-17.88029460000006
26.96,195.0,120.0,1092.0,1220.0,-17.85675060000006
26.98,196.0,-3.0,-347.0,1368.0,-17.85733920000006
27.0,198.0,-117.0,-421.0,440.0,-17.88029460000006
27.02,205.0,-15.0,1099.0,1567.0,-17.883237600000058
27.04,206.0,74.0,1111.0,1684.0,-17.868718800000057
27.06,197.0,-85.0,-1361.0,-23.0,-17.885395800000058
27.08,204.0,-198.0,-709.0,822.0,-17.92424340000006
27.1,213.0,-257.0,-358.0,815.0,-17.974666800000065
27.12,217.0,-179.0,39.0,924.0,-18.009786600000066
27.14,225.0,-132.0,374.0,1306.0,-18.035685000000065
27.16,229.0,-167.0,-191.0,698.0,-18.068450400000064
27.18,235.0,-156.0,-35.0,1056.0,-18.099057600000062
27.2,236.0,-179.0,-109.0,1092.0,-18.134177400000063
27.22,240.0,-261.0,-140.0,772.0,-18.18538560000006
27.24,243.0,-171.0,284.0,1524.0,-18.21893580000006
27.26,246.0,-401.0,-62.0,920.0,-18.297612000000072
27.28,252.0,-214.0,206.0,1209.0,-18.339598800000072
27.3,258.0,-89.0,93.0,1146.0,-18.35706060000007
27.32,257.0,-171.0,39.0,998.0,-18.390610800000072
27.34,259.0,-167.0,-50.0,666.0,-18.42337620000007
27.36,271.0,-19.0,-163.0,1025.0,-18.42710400000007
27.38,279.0,-288.0,-120.0,955.0,-18.48360960000007
27.4,284.0,-117.0,35.0,900.0,-18.50656500000007
27.42,287.0,-156.0,-78.0,881.0,-18.537172200000075
27.44,293.0,-167.0,-19.0,1010.0,-18.569937600000074
27.46,302.0,-140.0,-46.0,834.0,-18.597405600000073
27.48,317.0,-202.0,136.0,982.0,-18.63703800000007
