Time (s),Distance (cm),ax (mg),ay (mg),az (mg),vx (m/s),vy (m/s),vz (m/s),PWM,v_resultant (m/s)
7.84,1137,-31.7285714285714,42.9142857142857,208.242857142857,-2.65304442857143,-0.625373485714288,-0.113655857142858,6298,2.72812286938679
7.88,1140,-165.728571428571,-73.0857142857143,135.242857142857,-2.71807632,-0.654052320000002,-0.0605865600000011,6298,2.7963179450654
7.92,1142,-103.728571428571,49.9142857142857,14.2428571428571,-2.75877941142857,-0.634465954285716,-0.054997662857144,6298,2.83133107053725
7.96,1139,-190.728571428571,-53.0857142857143,-78.7571428571429,-2.83362130285714,-0.655296788571431,-0.0859019657142869,6298,2.9096739880666
8,1135,-71.7285714285714,66.9142857142857,50.2428571428571,-2.86176759428571,-0.629039622857145,-0.0661866685714297,6298,2.93083354797312
8.04,1139,-66.7285714285714,27.9142857142857,-20.7571428571429,-2.88795188571428,-0.618086057142859,-0.0743317714285724,6298,2.95428869281233
8.08,1133,-26.7285714285714,-65.0857142857143,68.2428571428571,-2.89844017714286,-0.643625691428574,-0.0475532742857146,6298,2.96942263833192
8.12,1131,-127.728571428571,183.914285714286,99.2428571428571,-2.94856086857143,-0.57145772571429,-0.0086103771428583,6298,3.0034395726473
8.16,1132,-55.7285714285714,91.9142857142857,-71.7571428571429,-2.97042876,-0.535390560000003,-0.0367678800000018,6298,3.01851651427849
8.2,1133,-111.728571428571,-76.0857142857143,-95.7571428571429,-3.01427105142857,-0.565246594285717,-0.0743429828571439,6298,3.06771259457792
8.24,1124,-106.728571428571,82.9142857142857,367.242857142857,-3.05615134285714,-0.532711028571431,0.0697631142857166,6298,3.10301610735813
8.28,1111,-19.7285714285714,-130.085714285714,7.24285714285713,-3.06389283428571,-0.583756662857144,0.0726052114285737,6298,3.11985298662357
8.32,1114,-29.7285714285714,177.914285714286,180.242857142857,-3.07555832571429,-0.513943097142856,0.143332508571432,6298,3.12149655293493
8.36,1089,-173.728571428571,15.9142857142857,127.242857142857,-3.14372941714286,-0.507698331428571,0.193262605714289,6298,3.19032015301164
8.4,1080,11.2714285714286,140.914285714286,-128.757142857143,-3.13930650857143,-0.452403565714284,0.142738302857145,6298,3.17494701753155
8.44,1083,-84.7285714285714,-141.085714285714,100.242857142857,-3.172554,-0.507765599999997,0.182073600000001,6298,3.21808570166742
8.48,1086,-7.72857142857143,165.914285714286,95.2428571428571,-3.17558669142857,-0.44266083428571,0.219446897142859,6298,3.21379159088675
8.52,1085,-39.7285714285714,94.9142857142857,-22.7571428571429,-3.19117618285714,-0.405416468571425,0.210516994285716,6298,3.22370677139015
8.56,1096,37.2714285714286,-60.0857142857143,59.2428571428571,-3.17655087428571,-0.42899410285714,0.233763891428574,6298,3.21390058249277
8.6,1067,-128.728571428571,-116.085714285714,93.2428571428571,-3.22706396571428,-0.474546137142853,0.27035238857143,6298,3.27295375602758
8.64,1085,-33.7285714285714,-220.085714285714,-355.757142857143,-3.24029905714285,-0.560907771428569,0.130753285714284,6298,3.2910867398923
8.68,1097,24.2714285714286,3.91428571428571,266.242857142857,-3.23077494857142,-0.559371805714284,0.235226982857139,6298,3.2872686715279
8.72,1051,-51.7285714285714,-279.085714285714,-89.7571428571429,-3.25107324,-0.66888504,0.200006279999995,6298,3.32518975708445
8.76,1070,-48.7285714285714,55.9142857142857,31.2428571428571,-3.27019433142857,-0.646944274285715,0.212265977142852,6298,3.34032404182454
8.8,1032,-83.7285714285714,-118.085714285714,81.2428571428571,-3.30304942285714,-0.69328110857143,0.24414567428571,6298,3.38384120425462
8.84,1026,-119.728571428571,99.9142857142857,-59.7571428571429,-3.35003091428571,-0.654074742857145,0.220696971428568,6298,3.42041343248318
8.88,1045,-57.7285714285714,-60.0857142857143,-164.757142857143,-3.37268360571428,-0.67765237714286,0.156046268571423,6298,3.44362568907196
8.92,1022,-99.7285714285714,102.914285714286,241.242857142857,-3.41181709714285,-0.637268811428575,0.250709965714279,6298,3.47986536079836
