Time (s),Distance (cm),ax (mg),ay (mg),az (mg),vx (m/s),vy (m/s),vz (m/s),PWM,v_resultant (m/s)
5.12,892,-38.7285714285714,-10.0857142857143,-103.757142857143,-2.56807301142857,-1.27211595428572,-0.971644062857148,8511,3.02611470008353
5.16,881,-31.7285714285714,221.914285714286,26.2428571428571,-2.58052330285714,-1.18503678857143,-0.961346365714291,8511,2.99793254455942
5.2,878,-145.728571428571,-304.085714285714,-253.757142857143,-2.63770719428571,-1.30436002285715,-1.06092066857143,8511,3.12800367279461
5.24,912,-67.7285714285714,-347.085714285714,-89.7571428571429,-2.66428388571429,-1.44055645714286,-1.09614137142858,8511,3.22104601582314
5.28,1126,9.27142857142857,97.9142857142857,-310.757142857143,-2.66064577714286,-1.40213489142857,-1.21808247428572,8511,3.24480247770978
5.32,1138,24.2714285714286,226.914285714286,252.242857142857,-2.65112166857143,-1.31309372571429,-1.11910237714286,8511,3.16307625020422
5.36,1120,-92.7285714285714,-326.085714285714,-284.757142857143,-2.68750836,-1.44104976,-1.23084108000001,8511,3.28850959555868
5.4,1152,-53.7285714285714,372.914285714286,-208.757142857143,-2.70859145142857,-1.29471819428572,-1.31275738285715,8511,3.27659805279994
5.44,1132,-170.728571428571,-389.085714285714,1.24285714285713,-2.77558534285714,-1.44739542857143,-1.31226968571429,8511,3.39424207300799
5.48,1130,-57.7285714285714,398.914285714286,447.242857142857,-2.79823803428571,-1.29086146285715,-1.13677158857143,8511,3.28461703359708
5.52,1153,-6.72857142857143,-156.085714285714,-550.757142857143,-2.80087832571429,-1.35210949714286,-1.35288869142857,8511,3.39167028160393
5.56,1167,28.2714285714286,-133.085714285714,-118.757142857143,-2.78978461714286,-1.40433233142857,-1.39948899428572,8511,3.42251617268193
5.6,1159,-71.7285714285714,401.914285714286,242.242857142857,-2.81793090857143,-1.24662116571429,-1.30443289714286,8511,3.34609385992646
5.64,1137,62.2714285714286,-273.085714285714,-246.757142857143,-2.7934956,-1.35378,-1.4012604,8511,3.40585799237542
5.68,1156,20.2714285714286,-389.085714285714,-64.7571428571429,-2.78554109142857,-1.50645723428572,-1.42667110285714,8511,3.47333312633506
5.72,1135,-105.728571428571,-260.085714285714,-48.7571428571429,-2.82702898285714,-1.60851486857143,-1.44580340571429,8511,3.55946069514817
5.76,1136,-167.728571428571,69.9142857142857,241.242857142857,-2.89284567428571,-1.58108050285715,-1.35113970857143,8511,3.56285702264728
5.8,1157,-56.7285714285714,-121.085714285714,132.242857142857,-2.91510596571429,-1.62859453714286,-1.29924761142857,8511,3.58304441970197
5.84,1169,-94.7285714285714,-399.085714285714,184.242857142857,-2.95227745714286,-1.78519577142857,-1.22695071428572,8511,3.66173103621314
5.88,1147,-171.728571428571,156.914285714286,195.242857142857,-3.01966374857143,-1.72362260571429,-1.15033741714286,8511,3.66231077526808
5.92,1155,-113.728571428571,148.914285714286,13.2428571428571,-3.06429084,-1.66518864,-1.14514092,8511,3.67070555691292
5.96,1146,-162.728571428571,-659.085714285714,-303.757142857143,-3.12814553142857,-1.92381387428572,-1.26433522285714,8511,3.88392814614895
6,1115,-33.7285714285714,-41.0857142857143,-124.757142857143,-3.14138062285714,-1.93993590857143,-1.31328992571429,8511,3.91871840988988
6.04,1144,175.271428571429,-293.085714285714,-104.757142857143,-3.07260411428571,-2.05494274285715,-1.35439662857143,8511,3.9367595744511
6.08,1159,-5.72857142857143,-121.085714285714,-109.757142857143,-3.07485200571429,-2.10245677714286,-1.39746533142857,8511,3.97843545999478
6.12,1156,216.271428571429,-48.0857142857143,-73.7571428571429,-2.98998709714286,-2.12132561142857,-1.42640763428572,8511,3.93378747899936
6.16,1142,-149.728571428571,-443.085714285714,-536.757142857143,-3.04874058857143,-2.29519244571429,-1.63703113714286,8511,4.15242079794932
6.2,1162,71.2714285714286,-279.085714285714,-236.757142857143,-3.02077368,-2.40470568,-1.72993464,8511,4.23088133748477
6.24,1134,-73.7285714285714,-72.0857142857143,132.242857142857,-3.04970477142857,-2.43299211428572,-1.67804254285714,8511,4.24687845325118
6.28,1124,-120.728571428571,314.914285714286,377.242857142857,-3.09707866285714,-2.30941974857143,-1.53001244571429,8511,4.15526821072447
6.32,1140,34.2714285714286,186.914285714286,-341.757142857143,-3.08363055428571,-2.23607458285715,-1.66411794857143,8511,4.15669285396236
6.36,1161,147.271428571429,-441.085714285714,-315.757142857143,-3.02584124571429,-2.40915661714286,-1.78802105142857,8511,4.26107617046923
6.4,1128,231.271428571429,-222.085714285714,21.2428571428571,-2.93509033714286,-2.49630305142858,-1.77968535428572,8511,4.24423893908202
6.44,1140,-4.72857142857143,-197.085714285714,-178.757142857143,-2.93694582857143,-2.57363948571429,-1.84982965714286,8511,4.32101154393692
6.48,1158,-131.728571428571,-377.085714285714,-136.757142857143,-2.98863612,-2.72160792,-1.90349316,8511,4.4679281258926
6.52,1136,-75.7285714285714,-226.085714285714,-207.757142857143,-3.01835201142857,-2.81032395428572,-1.98501706285714,8511,4.57697086868171
6.56,1152,-99.7285714285714,-57.0857142857143,-163.757142857143,-3.05748550285714,-2.83272438857143,-2.04927536571429,8511,4.64457474762894
6.6,1177,-57.7285714285714,206.914285714286,317.242857142857,-3.08013819428571,-2.75153122285714,-1.92478926857143,8511,4.5566423048845
6.64,1174,-204.728571428571,465.914285714286,704.242857142857,-3.16047368571429,-2.56870645714286,-1.64844437142857,8511,4.39365629365275
6.68,1142,-117.728571428571,271.914285714286,260.242857142857,-3.20667037714286,-2.46200729142857,-1.54632507428571,8511,4.32843344017875
6.72,1172,-127.728571428571,5.91428571428572,-90.7571428571429,-3.25679106857143,-2.45968652571429,-1.58193817714286,8511,4.37713082571324
6.76,1138,-87.7285714285714,-215.085714285714,-435.757142857143,-3.29121576,-2.54408616,-1.75292928,8511,4.51411526537119
6.8,1148,50.2714285714286,331.914285714286,192.242857142857,-3.27148925142857,-2.41384299428572,-1.67749318285714,8511,4.39809769125324
6.84,1177,164.271428571429,-418.085714285714,-380.757142857143,-3.20702914285714,-2.57789982857143,-1.82690228571429,8511,4.50201903714675
6.88,1192,-93.7285714285714,-139.085714285714,123.242857142857,-3.24380823428571,-2.63247706285714,-1.77854178857143,8511,4.54042269408737
6.92,1172,-24.7285714285714,-134.085714285714,-23.7571428571429,-3.25351172571429,-2.68509229714286,-1.78786409142857,8511,4.58165005243264
6.96,1178,-219.728571428571,-304.085714285714,-273.757142857143,-3.33973321714286,-2.80441553142857,-1.89528639428571,8511,4.7550683434594
7,1176,90.2714285714286,213.914285714286,54.2428571428571,-3.30431070857143,-2.72047556571429,-1.87400149714286,8511,4.67240175645481
7.04,1139,-89.7285714285714,-449.085714285714,194.242857142857,-3.3395202,-2.8966968,-1.7977806,8511,4.77234351268584
7.08,1160,-12.7285714285714,-335.085714285714,-295.757142857143,-3.34451489142857,-3.02818443428572,-1.91383570285714,8511,4.90086195730593
7.12,1164,21.2714285714286,795.914285714286,472.242857142857,-3.33616798285714,-2.71586766857143,-1.72852760571429,8511,4.63613650432654
7.16,1159,-221.728571428571,-472.085714285714,-736.757142857143,-3.42317427428571,-2.90111410285714,-2.01763110857143,8511,4.91990045023304
7.2,1145,-33.7285714285714,300.914285714286,254.242857142857,-3.43640936571429,-2.78303533714286,-1.91786621142857,8511,4.82000060388939
7.24,1163,-268.728571428571,86.9142857142857,-212.757142857143,-3.54185845714286,-2.74893017142857,-2.00135211428571,8511,4.90986646490316
7.28,1132,-128.728571428571,-298.085714285714,-296.757142857143,-3.59237154857143,-2.86589900571429,-2.11779961714286,8511,5.05999858422016
7.32,1138,69.2714285714286,413.914285714286,424.242857142857,-3.56518944,-2.70347904,-1.95132672,8511,4.88129599911671
7.36,1164,-18.7285714285714,571.914285714286,207.242857142857,-3.57253853142857,-2.47905987428572,-1.87000462285714,8511,4.73346455657401
7.4,1164,-217.728571428571,9.91428571428572,93.2428571428571,-3.65797522285714,-2.47516950857143,-1.83341612571429,8511,4.78211893591405
7.44,1142,66.2714285714286,-147.085714285714,-56.7571428571429,-3.63197031428571,-2.53288594285714,-1.85568762857143,8511,4.80107239460196
7.48,1162,39.2714285714286,217.914285714286,-135.757142857143,-3.61656020571429,-2.44737637714286,-1.90895873142857,8511,4.76584539103509
7.52,1158,-60.7285714285714,500.914285714286,-52.7571428571429,-3.64039009714286,-2.25081761142858,-1.92966063428571,8511,4.69491321994398
7.56,1129,17.2714285714286,-267.085714285714,178.242857142857,-3.63361278857143,-2.35562204571429,-1.85971813714286,8511,4.71281748735755
7.6,1165,-399.728571428571,-281.085714285714,-131.757142857143,-3.79046628,-2.46592008000001,-1.91141964,8511,4.90937078462627
7.64,1180,-209.728571428571,-683.085714285714,-231.757142857143,-3.87276377142857,-2.73396291428572,-2.00236114285714,8511,5.14609585923188
7.68,1174,-216.728571428571,-758.085714285714,-505.757142857143,-3.95780806285714,-3.03143574857144,-2.20082024571428,8511,5.44953733027674
7.72,1160,-111.728571428571,80.9142857142857,-310.757142857143,-4.00165035428571,-2.99968498285715,-2.32276134857143,8511,5.51421216827491
7.76,1175,-71.7285714285714,33.9142857142857,225.242857142857,-4.02979664571429,-2.98637701714286,-2.23437605142857,8511,5.49091477201447
7.8,1133,-6.72857142857143,-141.085714285714,9.24285714285713,-4.03243693714286,-3.04173905142858,-2.23074915428571,8511,5.52168143760269
7.84,1150,95.2714285714286,-634.085714285714,-308.757142857143,-3.99505242857143,-3.29055428571429,-2.35190545714286,8511,5.68503743994756
7.88,1161,52.2714285714286,200.914285714286,42.2428571428571,-3.97454112,-3.21171552000001,-2.33532936,8511,5.6183500171899
7.92,1164,-80.7285714285714,-557.085714285714,-797.757142857143,-4.00621901142857,-3.43031595428572,-2.64836926285714,8511,5.90175550715254
7.96,1133,-65.7285714285714,-274.085714285714,35.2428571428571,-4.03201090285714,-3.53786718857144,-2.63453996571429,8511,5.97615403045094
8,1159,115.271428571429,-685.085714285714,-609.757142857143,-3.98677839428571,-3.80669482285715,-2.87380866857143,8511,6.21643818460918
8.04,1132,-273.728571428571,464.914285714286,102.242857142857,-4.09418948571428,-3.62426245714287,-2.83368857142857,8511,6.15852716345666
8.08,1123,-29.7285714285714,-132.085714285714,-301.757142857143,-4.10585497714285,-3.67609289142858,-2.95209807428572,8511,6.25192666943095
8.12,1146,-116.728571428571,250.914285714286,-205.757142857143,-4.15165926857143,-3.5776341257143,-3.03283717714286,8511,6.26369235857337
8.16,1163,-99.7285714285714,-206.085714285714,135.242857142857,-4.19079276,-3.65850216000002,-2.97976788,8511,6.3108160035508
8.2,1148,-378.728571428571,-379.085714285714,-36.7571428571429,-4.33940585142857,-3.80725539428573,-2.99419138285714,8511,6.50313915104899
8.24,1155,-131.728571428571,-419.085714285714,-46.7571428571429,-4.39109614285714,-3.97170462857145,-3.01253888571429,8511,6.64315840021682
8.28,1168,-450.728571428571,367.914285714286,-354.757142857143,-4.56796203428571,-3.82733506285716,-3.15174558857143,8511,6.74153328888398
8.32,1121,-130.728571428571,137.914285714286,109.242857142857,-4.61925992571428,-3.77321749714288,-3.10887869142857,8511,6.7260582260395
8.36,1144,-90.7285714285714,-4.08571428571429,-272.757142857143,-4.65486181714285,-3.77482073142859,-3.21590859428571,8511,6.80140266253353
8.4,1151,66.2714285714286,-208.085714285714,-136.757142857143,-4.62885690857142,-3.85647356571431,-3.26957209714285,8511,6.85483817033617
8.44,1155,-352.728571428571,-385.085714285714,-313.757142857143,-4.76726759999999,-4.00758120000002,-3.39269039999999,8511,7.09210092954516
8.48,1133,-213.728571428571,123.914285714286,-22.7571428571429,-4.85113469142856,-3.95895723428573,-3.40162030285714,8511,7.12585930692537
8.52,1157,-133.728571428571,-392.085714285714,47.2428571428571,-4.90360978285713,-4.11281166857144,-3.38308220571428,8511,7.23918876216736
8.56,1152,22.2714285714286,-606.085714285714,84.2428571428571,-4.8948704742857,-4.35063970285716,-3.35002530857142,8511,7.35598343881904
8.6,1144,-81.7285714285714,-305.085714285714,178.242857142857,-4.92694076571427,-4.47035533714287,-3.28008281142857,8511,7.41739613334815
8.64,1176,-213.728571428571,-156.085714285714,-262.757142857143,-5.01080785714285,-4.53160337142859,-3.38318871428571,8511,7.55576537311857
8.68,1174,-57.7285714285714,396.914285714286,520.242857142857,-5.03346054857142,-4.37585420571431,-3.17904541714286,8511,7.38851506650352
8.72,1157,-100.728571428571,-18.0857142857143,-156.757142857143,-5.07298643999999,-4.38295104000002,-3.24055692,8511,7.44625143217854
8.76,1159,-8.72857142857143,-84.0857142857143,-49.7571428571429,-5.07641153142856,-4.41594627428573,-3.26008162285714,8511,7.47654116028861
8.8,1155,-38.7285714285714,-0.0857142857142854,-221.757142857143,-5.09160862285713,-4.41597990857145,-3.34709912571429,8511,7.52518634178697
8.84,1110,-272.728571428571,-469.085714285714,-59.7571428571429,-5.1986273142857,-4.60004914285716,-3.37054782857143,8511,7.71665541113673
8.88,1135,-44.7285714285714,514.914285714286,115.242857142857,-5.21617880571428,-4.39799677714287,-3.32532653142857,8511,7.5900390990801
8.92,1146,60.2714285714286,304.914285714286,239.242857142857,-5.19252829714285,-4.27834841142858,-3.23144763428572,8511,7.46383742181818
